,新聞,類別
27,（中央社記者韓婷婷台北8日電）股王大立光受到蘋果進入新舊機交替期加上華為砍單影響，6月營收呈現月減及年減，表現不如預期，由於股價已率先反應，今天早盤反而呈現利空出盡反彈格局。大立光今天以3970元、上漲20元開出，隨即在買盤推升下股價快速突破4000元，開盤半小時內股價最高來到4075元，大漲125元，漲幅達3%。伺機等待進場卡位迎接下半年旺季行情的買盤不弱。大立光5日公布6月營收新台幣40.76億元，月減19%，年減10%，下滑幅度超乎市場預期，不過，大立光表示，符合公司預期，7月進入旺季，營收將優於6月的看法不變。大立光也將在11日舉行法說會，屆時針對下半年展望將是關注重點，其中，華為何時重啟拉貨，三星的新機種出貨能否填補華為下滑的空缺，都是牽動大立光後勢表現的重要關鍵。不過，外資認為，今年有鏡頭顆數提升利多，加上中美領導人會面後華為禁令可望獲得緩解，對大立光第3季傳統旺季的營運表現，不需看得太過悲觀。整體產業而言，多鏡頭、畫素升級、黑鏡頭等都是大立光提高競爭優勢的武器，整體市場規模將會愈來愈大。大立光執行長林恩平在6月12日股東會時表示，7月開始進入傳統旺季，客戶啟動新機拉貨，營收會比6月好，至於下半年展望，林恩平雖然表示，按往例看不到那麼遠，不評論；但也釋出產能是滿載的，下半年持續擴產的正面訊息。林恩平日前表示，今年的機型數感覺蠻多的。韓國客戶設計的機種數有一直上來，下半年還是有新產能持續開出，長程的規劃不會因為短程的影響而改變。（編輯：郭萍英）1080708,證券
28,（中央社記者張建中新竹8日電）輝達（NVIDIA）營運部執行副總裁梭基斯特發布聲明表示，下一代繪圖處理器仍由台積電生產，化解市場對輝達轉單疑慮，台積電今天股價開低震盪走高，一度漲新台幣0.5元。輝達新一代繪圖處理器（GPU）轉單三星傳聞多時，南韓媒體日前報導，輝達南韓主管Yoo Eung-Joon說，先進的一批GPU生產將下單給三星（Samsumg），以三星的7奈米極紫外光（EUV）製程生產，引發市場不小震撼。梭基斯特（Debora Shoquist）7日發布聲明指出：「NVIDIA下一代繪圖處理器（GPU）仍會由台積電生產，近日傳聞並不正確。NVIDIA先前就和台積電與三星兩間公司合作，未來也是。」台積電今天股價以新台幣240元開出，跌3元，不過，隨後在買盤湧入下，股價震盪走高，一度由黑翻紅，達243.5元，漲0.5元。（編輯：張均懋）1080708,證券
29,（中央社台北8日電）台北股市今天開盤跌42.92點，加權股價指數為10742.81點，成交金額新台幣17.91億元。1080708,證券
30,（中央社記者江明晏台北8日電）美國就業報告強勁，降息機率低，美股收黑，台股5日小漲收10785.73點；繪圖晶片大廠輝達（NVIDIA）表示，下一代處理器仍由台積電生產，有望激勵台積電反彈，投顧認為大盤短線震盪機率大。美國公布就業報告強勁，讓聯邦準備理事會（Fed）降息機率隨之降低，美股5日收黑，自歷史高點拉回。道瓊工業指數終場下跌43.88點，或0.16%，收在26922.12點；標準普爾500指數下跌5.41點，或0.18%，收在2990.41點。以科技股為主的那斯達克指數下跌8.438點，或0.10%，收在8161.793點。因德國數據欠佳及瑞典企業利空，歐洲3大股市5日全面下跌，結束6連紅格局。台股5日漲9.83點，收在10785.73點，成交值新台幣848.85億元。三大法人合計買超新台幣10.64億元。其中自營商買超11.72億元，投信賣超3.18億元，外資及陸資買超2.1億元；台灣證券交易所統計，台股收在10785.73點，週線上漲54.90點，漲幅約0.51%。南韓媒體日前報導，輝達將以三星的7奈米極紫外光（EUV）製程生產一批繪圖處理器，過度誇大台積電7奈米EUV訂單損失，輝達營運部執行副總裁梭基斯特（Debora Shoquist）表示，下一代繪圖處理器仍由台積電生產，近日傳聞不正確，市場預料，台積電今天股價有望反彈。股王大立光將於11日舉行法人說明會，第3季營運展望將成為台股風向球。法人表示，台灣電子股受美中貿易戰影響最大，如今兩國釋出和解氣氛，有利華為供應鏈後續表現。日盛投顧指出，台股5日收小黑K棒，未能站上5日線，呈現量縮整理，後續反彈宜快速補量，從技術指標觀察，短線震盪格局機率大。（編輯：趙蔚蘭）1080708,證券
31,（中央社記者吳家豪台北7日電）股王大立光將於11日舉行法人說明會，第3季營運展望將成為台股風向球。法人表示，台灣電子股受美中貿易戰影響最大，如今兩國釋出和解氣氛，有利華為供應鏈後續表現。光學鏡頭廠大立光公布6月營收達新台幣40.76億元，月減19%，年減9.6%，下滑幅度超乎市場預期，主要受到美中貿易戰華為禁令影響，導致客戶砍單，雖然有部分客戶需求拉升，但仍衝擊6月營收表現。大立光執行長林恩平在6月12日股東會時表示，7月開始進入傳統旺季，客戶啟動新機拉貨，營收會比6月好。日盛高科技基金經理人黃俊斌表示，20國集團（G20）會議上美、中兩國達成多樣協議，包含重啟5月10日以來的貿易協商、3000億美元商品加稅無限期展延。針對華為的部分，美國同意在無國安疑慮下，有條件供貨給華為，此舉將大幅降低美中貿易戰緊張的氣氛，也可望減低因為貿易戰可能引發的經濟衰退風險。不過，黃俊斌觀察，G20會議雖達成多項共識，但市場擔憂後續談判過程中仍有變數，短期慶祝行情後將回歸基本面，重要觀察指標在7月底、8月初舉行的聯邦準備理事會（Fed）會議是否降息，將牽動後續行情表現。黃俊斌指出，台灣電子股原本受到貿易戰影響程度最大，因華為許多重要供應鏈皆與台廠有關，如今兩國短暫釋出和解氣氛，有利相關供應鏈後續行情表現，大致上分為幾個族群。首先是華為的基地台與手機供應鏈，之前因為市場擔憂華為的手機在海外銷售恐將受阻，相關個股股價都有下跌，目前都有明顯的反彈行情，包含散熱、CCL（銅箔基板）、ABF基板等零組件反彈較為強勢。此外，市場之前擔憂iPhone需求量下滑，相關的供應鏈如鏡頭、軟板等，近期也都有強勢反彈。黃俊斌認為，美國雖暫時停止對華為制裁，但中國仍不放心，內部勢必加速培養自有的晶片技術開發能力，台灣相關的手機晶片、PA（功率放大器）、射頻元件等廠商仍將持續受惠。安聯台灣科技基金經理人廖哲宏表示，半導體下半年的變數為總體經濟成長趨緩，以及美中貿易談判跟華為禁令，撇除這個重大不確定性，下半年半導體仍有望迎接旺季，例如短期比特幣ASIC（挖礦特殊應用晶片）確實有急單，5G相關晶片需求也逐步加溫中。廖哲宏分析，關於供應鏈「去美化」的趨勢，包括台廠半導體、IC設計等公司都有望受惠，但量的部分需要觀察。目前看來，上游半導體相關、IC設計、IP（智慧財產權）公司等將有望優先受惠。在題材面，安聯台灣大壩基金經理人蕭惠中指出，7、8月進入除息旺季，高股息殖利率股票多有表現，可關注產業包括紡織衣鞋代工、台灣IC設計、5G基地台相關供應鏈。小科技亮點則包含筆電鍵盤設計改變、受惠中國供應鏈「去美化」的IC設計公司。蕭惠中說，面對下半年的不確定，就中長期而言，策略上應回歸產業需求趨勢來布局。展望後市，科技類股仍聚焦5G、車用電子、雲端、高速運用、物聯網及無線耳機等具中長期成長趨勢的族群；傳產股除了具備訂單移轉效應的紡織類股，符合運動休閒、節能減碳趨勢的電動自行車相關標的也值得持續留意。（編輯：黃國倫）1080707,證券
32,（中央社紐約5日綜合外電報導）美國公布就業報告強勁，讓聯邦準備理事會（Fed）降息機率隨之降低，美股今天收黑，自歷史高點拉回。道瓊工業指數終場下跌43.88點，或0.16%，收在26922.12點；標準普爾500指數下跌5.41點，或0.18%，收在2990.41點。以科技股為主的那斯達克指數下跌8.438點，或0.10%，收在8161.793點。（譯者：徐睿承）1080706,證券
33,（中央社倫敦5日綜合外電報導）美國公布就業數據強勁，投資人降低對聯邦準備理事會（Fed）本月降息預期，加上德國數據欠佳及瑞典企業利空，歐洲股市今天下跌，結束6連紅格局。倫敦FTSE 100指數下跌0.66%，收在7553.14。法蘭克福DAX 30指數下跌0.49%，收在12568.53。巴黎CAC 40指數下跌0.48%，收在5593.72。（譯者：徐睿承）1080706,證券
34,（中央社紐約5日綜合外電報導）由於美國就業報告優於預期，市場認為這將使聯邦準備理事會降息的可能性減少，美股今天早盤自歷史高點回檔。美東時間上午10時16分，道瓊工業指數下挫149.32點或0.55%，來到26816.68點。科技股那斯達克指數滑落59.04點或0.72%，來到8111.19點。標準普爾指數10時8分跌17.87點或0.60%，來到2977.95點。（譯者：張佑之）1080705,證券
35,（中央社柏林5日綜合外電報導）德國豪華車巨擘BMW今天發布聲明表示，執行長克魯格（Harald Krueger）明年4月任期屆滿後，將不尋求續任。而BMW監事會將在本月18日召開的例行會議討論接班人事宜。法新社報導，德國媒體指出，53歲的克魯格因帶領公司從燃油車投入電動車發展的速度不夠快，而面臨批評聲浪。克魯格2015年接掌BMW後不久，對手福斯汽車（Volkswagen）便爆發柴油車排氣造假醜聞，將整個德國汽車產業捲入造假疑雲。隨著更嚴格的反污染法規逐步生效，BMW如同其他歐洲大車廠，也不得不將重心轉向電動車業務。（譯者：張正芊/核稿：陳政一）1080705,證券
36,（中央社記者韓婷婷台北5日電）貿聯-KY 6月營收新台幣20.37億元，月增7.5%、年增14.82%，僅次於4月為歷史次高表現；第2季營60.24億元，季增 9.9%、年增14.7%，創下單季歷史新高成績。貿聯表示，6月份營收維持在歷史次高水準，觀察各產品線表現，資訊用線受惠客戶庫存回補，推升單月出貨，增幅較明顯；電器用線相較5月約略持平；車用線產品中隨著特斯拉（Tesla）生產穩定成長，電動車用線出貨升溫，其他車種拉貨平緩。工業用線則持平，另外電子檢測設備客戶出貨相對強勁。展望第3季，貿聯表示，由於第3季為傳產旺季，各產品線有望均衡成長，第2季陸續有新產品加入出貨，觀察第3季新產品舖貨後市場反映表現。至於外界矚目的電動車產品，目前看來持續穩定成長中。對第3季營運並不看淡，審慎樂觀期待持續成長改寫新高紀錄。貿聯-KY是 Tesla 的 BMS(電池管理線束)產品獨家供應商，現階段Model 3 的拉貨量每周約7000輛的水準。Tesla上海廠何時進入量產將為後續觀察重點。（編輯：林沂鋒）1080705,證券
37,（中央社香港5日綜合外電報導）美國即將發布重要的就業數據，結果可能顯著影響聯邦準備理事會（Fed）的降息幅度。投資人先行採取守勢，亞洲股市今天應聲走勢搖擺，終場大多收復早盤跌勢翻紅。法新社報導，市場目前將美國和中國貿易戰的不確定性擺一旁，本週主要關注美國聯準會可能將採取何種行動，以因應國內外經濟展望惡化。美國就業報告是觀察這個全球最大經濟體體質的重要指標，因此備受關注。若數據不如預期，可能令外界更加期待聯準會將宣布降息50個基點。英國盈豐財資市場（CMC Markets UK）首席市場分析師休森（Michael Hewson）表示：「美國今天將發布的就業報告，有可能令聯準會改變計畫。投資人將據此揣測，聯準會本月稍晚是否將降息，及降息幅度為25或50個基點。」激石集團（Pepperstone Group）分析師魏斯頓（Chris Weston）則預測，若美國最新就業數據符合多數人預期，「很可能令本月降息成真，這也是市場想見到的」。而若數據遠優於預期，則降息機率便可能真正消失。東京和上海股市今天收盤皆上漲0.2%，台北和首爾股市收高0.1%，雪梨、威靈頓、馬尼拉和曼谷股市也全數收紅。但香港、新加坡、孟買和雅加達股市則收低。（譯者：張正芊/核稿：陳政一）1080705,證券
38,（中央社記者鍾榮峰台北5日電）鴻海自結6月合併營收新台幣3965.37億元，第2季營收1兆1605.41億元，雙雙創歷年同期新高。法人指出，鴻海第3季開始為旺季產品出貨準備。鴻海自結6月合併營收新台幣3965.37億元，較5月3842.17億元成長3.2%，比去年同期3898.89億元增加1.71%。法人指出，鴻海6月營收是歷年同期新高。法人推測，鴻海6月通訊類和運算類產品表現有支撐。鴻海自結第2季合併營收1兆1605.41億元，較第1季1兆543.02億元增加10.07%。法人指出，鴻海第2季營收也創歷年同期新高。累計今年前6月鴻海自結合併營收2兆2168.73億元，較去年同期2兆1085.57億元成長5.14%。法人指出，鴻海第3季開始為旺季產品出貨準備。蘋果下半年可望推出新款iPhone，市場一般預期，今年新iPhone可能推出6.5吋有機發光二極體（OLED）螢幕、5.8吋OLED螢幕以及6.1吋LCD螢幕等3款機種，螢幕上方的「瀏海」面積與去年機種相同。今年新iPhone將支援雙向無線充電，可能均採用Lightning連接線，並無支援USB Type-C功能。鴻海是蘋果iPhone最大的組裝代工合作夥伴，外媒先前報導蘋果考量部分產品多達1/3產能遷出中國的可行性。鴻海新任董事長劉揚偉日前在法說會中指出，集團在全球16個國家設有據點，中國大陸以外的海外25%總產能，可因應美國市場的需求。劉揚偉表示，若蘋果有轉移供應鏈的需求，鴻海集團有足夠能力因應，不過美中貿易戰情況詭譎無法預測，會持續密切注意客戶動向。鴻海集團日前也表示，目前富士康中國大陸各園區生產經營有序進行，無撤資現象發生。未來富士康仍將持續扎根中國大陸，深耕發展。外資和本土法人報告指出，鴻海集團在中國主要共計有32個廠區，在中國產能比重達75%，而蘋果占鴻海集團業績比重高達49%到50%區間。（編輯：楊玫寧）1080705,證券
39,"（中央社記者潘智義台北5日電）台灣證券交易所統計，今天台股收在10785.73點，週線上漲54.90點，漲幅約0.51%，上市公司市值為新台幣32兆5879.02億元，較上週增加1634.36億元，增幅約0.5%。產業別指數方面，本週漲幅以生技醫療類指數上漲2.90%為最大，跌幅以塑膠類指數下跌5.88%為最大，未含金融類指數上漲55.71點，漲幅約為0.62%，未含電子類指數下跌121.82點，跌幅約為0.79%，未含金融電子類指數下跌140.66點，跌幅約為1.09%。本週集中交易市場總成交金額為5625.34億元，全體上市股票成交金額為5068.23億元，股票成交量周轉率為1.32%，各產業上市股票成交金額前3名依序為半導體類1215.19億元，占全體上市股票交易金額23.98%。電子零組件類889.63億元，占全體上市股票交易金額17.55%。光電類722.95億元，占全體上市股票交易金額14.26%。台股本週成交量周轉率前3名產業依序為電子零組件類4.86%、生技醫療類2.93%、光電類2.91%。證交所統計，累計今年初開盤迄今共120個交易日，集中市場總成交金額為13兆6,533.93億元，市場日平均成交金額為1137.78億元，股票成交量周轉率為34.82%，股票日平均成交量周轉率為0.29%。（編輯：蘇志宗）1080705",證券
40,（中央社記者吳家豪台北5日電）辦公設備通路商震旦行今天公布6月營收新台幣12.1億元，年減5.4%，主因人民幣匯率下跌；累計今年1到6月營收達67.87億元，較去年同期減少2.49%。震旦行表示，第1季為辦公市場的淡季，第2季開始辦公市場將逐季加溫，將帶動震旦行整體業績及利潤成長。此外，震旦集團旗下互盛6月營收3.72億元，年增4.82%；累計今年前6月營收21.56億元，較去年同期成長8.06%。（編輯：蘇志宗）1080705,證券
41,（中央社記者張建中新竹5日電）靶材廠光洋科去年度盈餘分配案，因債權銀行團不同意，決定不分配，未分配的盈餘將累積至可發放年度時再依程序發放。光洋科6月底股東常會附條件通過去年度盈餘分配案，預計每股配發新台幣0.4元現金股息，因受限債權債務協商決議內容，光洋科資金動用都受債權銀行團監控，須獲銀行債權總額2/3以上同意，才可發放股息。光洋科日前提請債權銀行團討論是否同意發放現金股利事宜，今天接獲彰化商業銀行西台南分行書面公文回覆。因債權銀行團回覆不同意，光洋科表示，去年度盈餘將不分配，未分配的盈餘將累積至可發放年度時再依程序發放。（編輯：蘇志宗）1080705,證券
42,（中央社記者張建中新竹5日電）因與中聯控股商業糾紛，IC設計廠威盛今天公告，接獲台北地方法院執行令命，部分銀行存款及資產遭扣押。威盛表示，已委請律師採取相應法律措施，對業務應無重大影響。威盛多年前曾與開曼群島商中聯控股(UCC)合作開發防駭客晶片，瞄準2008年北京奧運中國防駭客系統市場，只是中聯控股市場拓展不順，以威盛晶片表現不如預期為由，要求威盛賠償。威盛認為晶片功能與穩定性良好，使用這款晶片的客戶產品功能正常。雙方纏訟多年後，台北地方法院今年4月裁定承認相關的仲裁判定，威盛應賠償中聯控股新台幣1億餘元。不過，威盛認為香港仲裁判斷有諸多不當且有失公允，有悖於中華民國公共秩序，依法應不予承認，因此對台北地方法院的裁定提起抗告。UCC進一步聲請強制執行，扣押威盛部份銀行存款及資產，威盛公告接獲台北地方法院執行命令，已委請律師採取相應法律措施，對業務應無重大影響。（編輯：林孟汝）1080705,證券
43,（中央社記者鍾榮峰台北5日電）晶圓測試廠京元電全資子公司京隆科技獲銀行團支持，今天完成5.52億人民幣聯合貸款簽約。京元電今天表示，設立在中國大陸蘇州的全資子公司京隆科技，與8家銀行完成5.52億人民幣5年期聯合授信合約簽訂。公司指出，這次聯合授信案所貸得金額，京隆科技將全部用於購置產能擴充所需機器設備。這次聯貸案由台灣銀行擔任統籌主辦銀行及管理銀行，台灣土地銀行及彰化商業銀行為共同主辦銀行，參加聯貸銀行包括台灣銀行、台灣土地銀行、彰化商業銀行、合作金庫商業銀行、國泰世華商業銀行、台灣中小企業銀行、中國信託商業銀行及永豐銀行等共8家行庫。京元電董事長李金恭指出，京元電第2季合併營收新台幣60.9億元，較第1季成長15.8%，創歷史單季新高，主要成長受惠5G基地台、物聯網和消費性電子等旺季需求，對市場未來展望審慎樂觀。展望第3季，法人表示京元電在中國大陸手機品牌商晶片測試量可能受到小幅影響；不過5G基地台基礎設備所需晶片測試穩健向上，美系晶片大廠和台系手機晶片商測試持穩，推動京元電第3季業績季增10%，再拚單季新高。（編輯：蘇志宗）1080705,證券
44,（中央社記者吳家豪台北5日電）化學材料通路商崇越電今天公布6月營收新台幣6.92億元，月減2.79%，年減6.85%；崇越電表示，6月仍受美中貿易戰不確定因素影響，客戶下單保守，近期以短單和急單居多。累計1到6月，崇越電營收達37.69億元，較去年同期減少13.1%。崇越電發布新聞稿說明，今年以來因美中貿易戰造成市場氛圍保守、需求減緩，報價也回檔，今年營運動能趨緩。第2季進入傳統電子業旺季，但客戶態度持續保守，下單以短單、急單居多。崇越電表示，美中貿易戰短期雖造成全球產業成長趨緩，公司也受影響，但預期在需求遞延的情況下，中長期的需求勢必存在，對下半年成長抱持審慎樂觀看法。展望下半年，崇越電表示，將持續加強車用、消費性電子、醫療及化妝品4大方向的產品布局，在電動車、車聯網、5G應用、人工智慧發展以及醫療保健等大趨勢下，待市場信心回升，客戶重啟拉貨力道，將可帶動營收明顯成長。（編輯：林沂鋒）1080705,證券
45,（中央社記者張建中新竹5日電）太陽能廠聯合再生能源自結6月營收新台幣13.9億元，月減39%，並為5個月新低水準。聯合再生表示，受台灣雨季影響，太陽能案場模組安裝進度延遲，客戶延後拉貨，是影響6月業績滑落的主因。受惠合併昱晶與昇陽光電效益顯現，太陽能模組銷售增加，且有出售太陽能電廠收入挹注，聯合再生上半年總營收100億元，年增86.7%。聯合再生指出，目前已開始為年底數個大型太陽能案場開工展開備貨，未來太陽能模組及太陽能系統事業將是貢獻業績主力。（編輯：楊玫寧）1080705,證券
46,（中央社記者吳家豪台北5日電）強固型工業電腦廠神基今天公布6月合併營收達新台幣25.09億元，年增21.17%，創單月歷史新高，主要因為強固型電腦出貨增加，且其他產品表現持穩。累計今年1到6月，神基合併營收達127.19億元，較去年同期成長11.61%。神基表示，強固型電腦今年第1季出貨較淡，與去年同期持平；第2季受惠於標案出貨、衝高營收，主要垂直市場都有貢獻，故第2季營收較去年同期成長超過20%。神基指出，今年上半年神基合併營收年增11.61%，各事業營收也都成長雙位數百分比（10%以上）。（編輯：蘇志宗）1080705,證券
47,（中央社記者吳家豪台北5日電）智慧型手機與虛擬實境廠商宏達電今天公布6月合併營收新台幣14.6億元，月增93.89%，但年減34.46%；市場認為，主要受惠於中階新手機上市及5G產品出貨挹注。累計1到6月，宏達電累計合併營收達57.5億元，年減63.05%。宏達電（HTC）6月12日宣布在台推出2款新手機HTC U19e、HTC Desire 19+，分別聚焦中高階市場與中階市場，是宏達電今年首度推出的新機款。HTC台灣區總經理陳柏諭先前受訪表示，明年5G才開台，現在推出旗艦機的定位「很尷尬」，從產品架構上也不合邏輯，因此以類似輕旗艦的方式去推中階市場，也和國際電信商合作推出5G Hub產品。（編輯：林沂鋒）1080705,證券
48,（中央社記者韓婷婷台北5日電）股王大立光今天公布6月營收新台幣40.76億元，月減19%，年減10%，下滑幅度超乎市場預期，不過大立光表示，符合公司預期，7月進入旺季，營收將優於6月的看法不變。大立光累計第2季營收140.8億元，年增15%，季增43%；不過其中6月單月營收受到美中貿易戰華為禁令影響，導致客戶砍單，雖然有部分客戶需求拉升，但仍衝擊6月營收表現，相較5月及去年同期均衰退。大立光累計上半年營收239.04億元，年增13%。大立光6月各產品別表現方面，2000萬以上畫素營收占比為20%至30%，1000萬以上至2000萬畫素占比50%至60%、800萬畫素占比10%至20%、其它占比0至10%。大立光執行長林恩平在6月12日股東會時表示，7月開始進入傳統旺季，客戶啟動新機拉貨，營收會比6月好。至於下半年展望，他雖然表示按往例看不到那麼遠，不評論，但也釋出產能滿載，下半年持續擴產的正面訊息。林恩平日前表示，今年的機型數感覺蠻多的。韓國客戶設計的機種數有一直上來，下半年還是有新產能持續開出，長程的規劃不會因為短程的影響改變。法人表示，由於大立光在全球布局上已在去年補足三星的缺口，加上手機多鏡頭的趨勢大架構下，有機會抵擋全球智慧型手機進入高原期的下行風險，但華為下半年新機的進度仍是變數；看好產業的長期大趨勢，大立光持續擴產的計畫不變。大立光將於11日舉行法說會，由林恩平親自主持，由於目前已進入蘋果新機拉貨潮旺季，在美中貿易戰轉向趨緩之際，大立光第3季的營運走向將是法人解讀智慧型手機市場動向的風向球。（編輯：楊玫寧）1080705,證券
49,（中央社記者韓婷婷台北5日電）為化解公債交易商拒絕報價事件，櫃買中心表示，考量近期國內公債發行市場與投資人結構已有變化，8日邀請相關主管機關及中央公債主要交易商研商報價制度改善方案。櫃買中心表示，為活絡公債交易與促進公債市場健全發展，於民國92年建立中央公債主要交易商制度，明訂中央公債主要交易商義務，並給予適當權利。中央公債主要交易商制度主要參考美國Primary Dealer制度所設計，除在初級市場負有積極參與公債發行投標的責任，並在次級市場負有對5年、10年、20年期指標公債報價的義務，也享有可向央行融通資金，以及櫃買中心業務服務費減免等權利。台灣中央公債主要交易商是由具有債券自營業務許可的證券、銀行、票券公司，依其能力與意願主動向中央銀行申請，同時亦須向主管機關說明具備履行報價義務及妥適的風險管理能力，並經審核通過後才能成為中央公債主要交易商，目前計有14家。櫃買中心表示，7月2日某業者於等殖成交系統買進多筆20年期指標公債，成交利率皆為單一利率，未發現有影響價格或處分獲利情形，該業者也已依規定全數申報出借，可作為當日賣超自營商的交割券源，且其出借所申報的借券費率為0%，亦未有哄抬借券費率情形。櫃買中心表示，該事件主因在於20年期指標公債的市場流通籌碼較少，使得賣超的自營商無法順暢回補，最後產生回補的價差損失。一場交易意外促使台灣14家中央公債主要交易商發出無聲抗議，拒絕履行20年期指標公債的報價義務，導致該券連續2天出現零報價的罕見情況，櫃買今天表示，將於7月8日邀請相關主管機關及中央公債主要交易商共同研商公債交易商報價制度改善方案，期望能夠更加兼顧健全市場發展與主要交易商的風險管理。（編輯：林沂鋒）1080705,證券
50,（中央社記者潘智義台北5日電）TPK-KY宸鴻今天公布6月自結合併營收新台幣100.46億元，較去年同期成長68.9%，較上月成長11.7%，主因6月出貨產品單價高於去年同期。TPK-KY宸鴻表示，今年第2季自結合併營收284.52億元，較第1季減少8.7%，較去年同期成長59.9%。法人指出，蘋果去年下半年發表新機，新增液晶顯示器（LCD）版智慧手機，TPK-KY宸鴻為其貼合外掛式觸控面板模組，產品單價較既有的3D壓力感測模組高。另外，TPK-KY宸鴻貼合iPad觸控模組比重提升，也是今年6月營收較去年同期增加的原因。不過，另一方面，市場盛傳今年下半年蘋果手機將放棄3D壓力感測功能，TPK-KY宸鴻營收可能少了這塊業務，但隨著奈米銀觸控產品陸續出貨，未來可望有新的商機挹注。（編輯：楊玫寧）1080705,證券
51,（中央社記者張建中新竹5日電）IC設計廠瑞昱、聯詠與杰力第2季營運同步繳出亮麗成績單，3公司第2季營收同創歷史新高紀錄。金氧半場效電晶體（MOSFET）廠杰力6月在商用筆記型電腦、智慧家居、工具機與電源供應器等市場需求熱絡下，營收攀高至新台幣1.5億元，月增6.07%，連續2個月營收創歷史新高。杰力第2季營收達4.24億元，季增11.66%，同創單季業績歷史新高紀錄，營運表現淡季不淡；杰力上半年總營收8.05億元，年增18.84%。網通晶片廠瑞昱與面板驅動IC廠聯詠6月因客戶年終盤點作業影響，營收同步較5月滑落；其中，瑞昱6月營收50億元，月減5.8%；不過，仍較去年同期成長達38.16%，為單月業績歷史次高水準。聯詠6月營收51.93億元，月減7.09%，為4個月新低；不過，較去年同期成長14.82%。瑞昱與聯詠第2季營運依然有亮麗表現，瑞昱第2季在新網通標案、電視與藍牙無線耳機等產品出貨暢旺下，季營收達151.81億元，季增18.28%，刷新單季業績歷史新高紀錄。聯詠在面板驅動暨觸控整合單晶片（TDDI）出貨暢旺，主動式有機發光二極體（AMOLED）驅動晶片出貨持續成長帶動下，第2季營收達163.04億元，順利達成原訂161億至166億元目標，季增9.08%，同創歷史新高。（編輯：蘇志宗）1080705,證券
52,（中央社台北5日電）台股今天漲9.83點，收在10785.73點，成交值新台幣848.85億元。三大法人外資及陸資買超、投信賣超、自營商買超，合計買超新台幣10.64億元。自營商買超11.72億元，投信賣超3.18億元，外資及陸資買超2.1億元。台新2000高科技基金經理人沈建宏表示，川習會結果優於預期，激勵本週台股反彈。在中美貿易戰與地緣政治舒緩下，配合歐美央行轉鴿，資金行情延續，以及上市櫃公司下半年獲利成長動能轉佳，預期台股在7月中旬前有機會續彈。1080705,證券
53,（中央社記者鍾榮峰台北5日電）傳動元件大廠上銀第2季自結合併營收新台幣60.86億元，季增20.56%。法人預期美中貿易戰趨緩，上銀下半年業績可較上半年佳。上銀自結6月合併營收20.84億元，較5月20.44億元成長1.91%，比去年同期26.97億元減少22.75%。上銀今年第2季自結合併營收60.86億元，較第1季50.48億元成長20.56%。累計今年前6月上銀自結合併營收111.34億元，較去年同期143.33億元下滑22.32%。上銀預期下半年業績可較上半年佳，第3季工具機產業景氣不排除有機會回溫。展望上銀全球布局，中國子公司一期廠房啟用後可大幅提升產能，6月22日已舉行二期廠房奠基典禮，為中國轉型智慧製造需求做好準備。上銀美國子公司在2017年購建新廠地，2018年新廠落成，迎接製造業回流美國，預期今年會有好成績；義大利配合營運規模持續成長，6月27日簽約購買米蘭郊區新廠，預期今年底可以搬入新廠區。此外，上銀結合本身精密機械的能力推出力矩馬達旋轉工作台，已開始供應德國和日本大廠。（編輯：楊凱翔）1080705,證券
54,（中央社東京5日綜合外電報導）市場密切關注的美國就業數據公布之前，投資人操作謹慎，日本東京股市今天小幅收高。日經225指數上漲43.93點或0.20%，收21746.38點，東證一部指數上揚2.80點或0.18%，收1592.58點。（譯者：陳彥鈞/核稿：陳昱婷）1080705,證券
55,（中央社記者鍾榮峰台北5日電）台積電跌幅收斂，金融擺尾，台股今天終場翻紅，重返10日線之上，週線也收紅。法人表示，台股在7月中旬前有機會續彈，受貿易戰壓抑的電子股可重回主流。台股今天開盤小漲後翻黑震盪，大盤游走10日線約10770點附近，尾盤台積電跌幅收斂，電子翻紅，金融擺尾，終場台股翻紅上漲9.83點，重返10日線約10770點之上。加權股價指數終場收在10785.73點，小漲9.83點，漲幅0.09%，成交值萎縮不到千億元來到新台幣848.85億元，電子股小漲0.1%，金融股漲0.26%。台股今天也收週線，週線收紅上漲54.9點。電子權值股漲跌互見，其中股王大立光終場收在3950元，小跌0.13%，台積電終場收在243元，跌0.41%，鴻海收在78.2元，小漲0.64%。日月光投控終場收在66.2元，漲1.38%，聯發科收在321元，漲0.63%。台達電收平盤155元。被動元件族群國巨收在278元，小漲0.36%，華新科收在180元，跌0.55%。金控股國泰金收在42.35元，跌0.35%，富邦金收在44.3元，跌0.11%。台新2000高科技基金經理人沈建宏表示，川習會結果優於預期，激勵本週台股反彈。在中美貿易戰與地緣政治舒緩下，配合歐美央行轉鴿，資金行情延續，以及上市櫃公司下半年獲利成長動能轉佳，預期台股在7月中旬前有機會續彈。展望台股後市，沈建宏指出，全球主要央行呵護股市，資金面使股市低檔有機會吸引買盤，建議投資人若7月中下旬後、遇台股回檔整理，可逢低找買點。從類股族群來看，沈建宏表示，先前深受貿易戰壓抑的電子股可重回主流，建議優先布局跌深的績優電子股。（編輯：張均懋）1080705,證券
